"tconst","primaryTitle","startYear","runtimeMinutes","genres","directors","writers","averageRating","numVotes"
"tt7473406","Polyxeni",2017,"100","Drama","nm0556466","nm0556466",5.7,158
"tt7473716","The Gallows Act II",2019,"99","Horror,Mystery,Thriller","nm4000389, nm3951039","nm3951039, nm4000389",4.2,2069
"tt7474658","GI Jews: Jewish Americans in World War II",2018,"84","Documentary,History","nm0011941","nm0963220",7.8,110
"tt7474914","Unbridled",2018,"96","Thriller","nm4352422","nm4352422",5,513
"tt7474996","Attraction",2018,"122","Comedy,Romance","nm4364862","nm9325754, nm4936830, nm2810106, nm6037302",5.8,498
"tt7475006","Main Tumhare Bachche ki Maa Banne Waali Hoon",2017,"45","Romance","nm9318858","nm9318858",7.5,103
"tt7475206","All You Need Is Crime",2019,"102","Comedy,Crime,Fantasy","nm0116511","nm1250658, nm1834298, nm1371376, nm0116511",5.8,1428
"tt7475578","Munich: The Edge of War",2021,"130","Biography,Drama,History","nm2275000","nm5600390, nm0365249",6.8,29137
"tt7475710","Manusangada",2017,"93","Drama","nm2384917","nm2384917",7.9,150
"tt7475832","Fall City",2018,"93","Drama,Romance","nm2245540","nm3806436, nm2245540",5.5,317
"tt7475886","Invoking 4",2017,"75","Horror","nm4842962","nm2133836, nm4842962, nm6584927, nm6543786, nm4548430",5.8,1385
"tt7475974","Invisible",2019,"102","Drama,Thriller","nm2061225","nm5680540, nm2061225",6.5,291
"tt7476116","Sink or Swim",2018,"121","Comedy,Drama,Sport","nm0500976","nm1132407, nm0483451, nm0500976",6.9,10776
"tt7476416","Dark Web",2017,"72","Horror","nm8683067, nm5372764, nm5514001, nm5132191, nm0746016, nm3077718, nm4271149","nm5132309, nm4271149, nm1645998, nm3077718, nm8683067, nm5372764, nm0746016",3.6,402
"tt7476438","14 Cameras",2018,"90","Crime,Drama,Horror","nm2881028, nm4903618","nm7082397",4.6,2899
"tt7476524","The Drone",2019,"82","Comedy,Horror,Sci-Fi","nm1140290","nm1172430, nm1172431, nm1140290",4,2964
"tt7476784","Heading Home: The Tale of Team Israel",2018,"87","Comedy,Documentary,Drama","nm1231174, nm1170261, nm1015339","nm1231174",7.7,102
"tt7476810","Dead Pigs",2018,"122","Comedy,Drama,Family","nm4014166","nm4014166",6.7,1459
"tt7476866","Tito",2019,"70","Comedy,Drama","nm4449145","nm4449145",4,153
"tt7476874","Adrishya",2017,"106","Drama,Family,Horror","nm7045359","nm9804507, nm9804508, nm7045359",3.2,210
"tt7476946","River's Edge",2018,"118","Crime,Drama","nm0950834","nm4822259, nm3589963",6.2,969
"tt7477068","The Tobacconist",2018,"117","Drama,History,War","nm0508098","nm0725305, nm0508098, nm1210776",6.4,1696
"tt7477108","Eeda",2018,"152","Drama,Romance","nm1411869","nm1411869",7.1,603
"tt7477310","How About Adolf?",2018,"91","Comedy","nm0941811","nm7712429, nm3464731, nm0478799, nm1141181",7.1,5460
"tt7477788","One Man Dies a Million Times",2019,"92","Drama,History","nm3234333","nm3234333, nm0015264, nm0074511, nm10426201, nm10426202, nm10426203, nm10426206, nm10426207",6.1,123
"tt7478160","B. Tech",2018,"146","Comedy,Romance,Thriller","nm5507510","nm9328108, nm5507510",6.2,890
"tt7478494","The Strayed",2017,"89","Comedy,Drama","nm1172883","nm10225805, nm1172883",6.7,250
"tt7479288","Contracts",2019,"75","Action","nm5992050","nm5992050",3.7,122
"tt7479540","Inside IS: Ten days in the Islamic State",2016,"51","Documentary","nm9329135","nm2566071, nm2162217",6.7,133
"tt7479718","Love Education",2017,"120","Drama,Music","nm0151827","nm0151827, nm8928809",7.2,963
"tt7479784","The Bold, the Corrupt, and the Beautiful",2017,"112","Drama,Mystery,Thriller","nm3127578","nm3127578",7.3,3042
"tt7480958","Eureka Seven: Hi-Evolution 1",2017,"93","Action,Animation,Sci-Fi","nm2282696, nm2960490","nm0766199, nm4671034",6.1,98
"tt7482212","The Good Girls",2018,"93","Drama","nm2004888","nm0516369, nm2004888",6.9,1859
"tt7482302","Semma Botha Aagatha",2018,"132","Action,Thriller","nm3603435","nm7131331",4.9,270
"tt7482508","Ex-Wife Killer",2017,"85","Thriller","nm1876813","nm9158763",4.4,205
"tt7483318","Kalakalappu 2",2018,"154","Comedy,Drama","nm1326535","nm5237351, nm1326535, nm7017265",5.1,730
"tt7483340","Junga",2018,"156","Action,Comedy","nm4403137","nm4566070",5.2,989
"tt7484128","Damru",2018,"155","Action,Drama","nm9331458","nm9331458",7.4,82
"tt7485004","Gasing Tengkorak",2017,"80","Horror,Thriller","nm1070100","nm1070100, nm5144133",4.7,78
"tt7485048","Super 30",2019,"154","Biography,Drama","nm2134474","nm1821635",7.9,30992
"tt7485508","Carmen & Lola",2018,"103","Drama,Romance","nm0248401","nm0248401",7,2925
"tt7485602","Kingdom of Sweden",2018,"88","Comedy","nm0198059","nm0198059",4.6,1025
"tt7486356","Mr. Chandramouli",2018,"139","Comedy,Romance,Sport","nm3595665","nm3595665",5.1,240
"tt7487314","A Dark Place",2018,"120","Drama","nm7308521","nm7308521",4.1,150
"tt7487342","The Road Ahead",2021,"90","Drama","nm4490187","nm4490187",4.8,126
"tt7488036","The Trouble with Mistletoe",2017,"111","Comedy,Drama,Romance","nm2382037","nm2605642, nm8151512",6.2,791
"tt7488208","Over the Moon",2020,"95","Adventure,Animation,Comedy","nm0434969, nm0443855","nm0920108, nm2364904, nm1226108",6.3,22180
"tt7488288","Anya",2019,"80","Drama,Sci-Fi","nm1515732, nm5959917","nm5959917, nm1515732",4.1,158
"tt7488654","Cielo",2017,"78","Documentary","nm3226817","nm3226817",6.8,151
"tt7489740","Neuilly Yo Mama II",2018,"105","Comedy","nm0072354, nm0480768","nm0072354, nm0789343, nm3560371",5.2,435
"tt7489792","Rain",2020,"98","Drama","nm4986820","nm4986820, nm5098948",6.1,114
"tt7489816","Nothing to Hide",2018,"90","Comedy,Drama","nm0146991","nm0146991, nm3798121, nm0182499, nm0002645, nm2601560, nm0712330",6.8,15327
"tt7489844","Daivame Kaithozham K. Kumarakanam",2018,"150","Comedy","nm1368581","nm1368581",3.2,224
"tt7490282","A March to Remember",2018,"92","Drama,History","nm0127398","nm4604696, nm9334340, nm9334339",6.4,141
"tt7490358","Moral Order",2020,"101","Drama","nm0057825","nm0754847",6.7,259
"tt7490368","The Black Book of Father Dinis",2018,"113","Drama,History,Romance","nm0765384","nm0754847, nm0144876",5.4,195
"tt7491144","Amanda",2018,"107","Drama","nm1492984","nm1444949, nm1492984",7,2862
"tt7491196","Birds without Feathers",2018,"85","Comedy,Drama,Fantasy","nm2749141","nm9334712, nm2749141",7.2,70
"tt7491480","61: Highway to Hell",2017,"97","Comedy","nm8711301, nm5337973","nm8711301, nm5337973",4.2,96
"tt7491732","Nesting Dolls",2019,"103","Thriller","nm9334919","nm9334919",5.2,261
"tt7491968","51 Nevada",2018,"76","Drama,Horror,Mystery","nm5017352","nm5017352",3.4,292
"tt7492818","I Am Maris: Portrait of a Young Yogi",2018,"52","Documentary","nm5451164","nm5451164",7.1,359
"tt7493366","Halloween Pussy Trap Kill! Kill!",2017,"86","Crime,Horror,Musical","nm1714788","nm1714788",3.3,393
"tt7493370","Adults in the Room",2019,"124","Drama","nm0002020","nm5008243, nm0002020",5.9,5809
"tt7493472","Fail to Appear",2017,"70","Drama","nm3313606","nm3313606",6.8,75
"tt7493804","Rainbow Days",2018,"109","Comedy,Drama,Romance","nm2204102","nm9336452, nm3642910, nm2204102",6.3,259
"tt7493808","What a Wonderful Family! 3: My Wife, My Life",2018,"123","Comedy,Drama","nm0945282","nm0945282, nm1323078",6.8,422
"tt7493810","LOUDER! Can't Hear What You're Singin', Wimp!",2018,"106","Comedy","nm1892800","nm1892800",4.8,95
"tt7493824","American Gunslingers",2017,"80","Western","nm2483722","nm3324415",1.5,140
"tt7495440","Wonderful Losers: A Different World",2017,"71","Documentary,Sport","nm1644484","nm1644484",7.6,634
"tt7496972","Operasjon Mørkemann",2018,"82","Family,Mystery","nm0127198","nm0127198, nm9337809",5.7,86
"tt7497366","The Burial of Kojo",2018,"80","Drama,Thriller","nm7577540","nm7577540",6.4,719
"tt7498092","Ellipse",2019,"76","Sci-Fi","nm4724777, nm7650339","nm7650339",2.7,252
"tt7500618","Party Hard Die Young",2018,"90","Horror,Thriller","nm1542490","nm3661689, nm1425391",5,1314
"tt7501966","Stars by the Pound",2018,"88","Comedy,Drama,Family","nm3930693","nm4396038, nm3930693",6.2,138
"tt7502214","Seven Sundays",2017,"128","Comedy,Drama","nm1283069","nm2259635, nm3663241, nm7136373, nm8979241",7.7,486
"tt7502234","Little Tickles",2018,"103","Comedy,Drama","nm8202045, nm0617777","nm8202045, nm0617777",7.2,1415
"tt7502322","Masquerade Hotel",2019,"133","Crime,Drama,Mystery","nm1039140","nm0383258, nm7009026",6.3,1881
"tt7502828","Good and Prosperous",2017,"104","Comedy","nm2384972","nm3552951, nm5341433",3.9,200
"tt7504214","AA BB KK",2018,"121","Drama","nm9340123","nm3959927, nm8743973",8.5,412
"tt7504268","Berenice",2017,"90","Crime,Drama,Mystery","nm1435384","nm2274603, nm0347283",5.8,131
"tt7504496","13 Graves",2019,"83","Horror,Mystery","nm2368502","nm2368502",4.6,1153
"tt7504726","The Call of the Wild",2020,"100","Adventure,Drama,Family","nm0761498","nm0338169, nm0518711, nm10950558",6.7,48561
"tt7504818","Ron's Gone Wrong",2021,"107","Adventure,Animation,Comedy","nm0809877, nm2190815, nm3185614","nm0063165, nm0809877",7,32627
"tt7504864","The Mask",2017,"139","Crime,Fantasy,Thriller","nm3236412","nm3236412",5.4,98
"tt7505152","Thiruttu Payale 2",2017,"147","Crime,Drama,Thriller","nm1333986","nm1333986",6.6,832
"tt7505170","Fragmentary",2019,"90","Crime,Horror,Thriller","nm3828381","nm3828381",5.4,1198
"tt7506740","Fork Lane",2017,"92","Drama","nm6010478","nm1104118",6.5,120
"tt7507924","Alpha Code",2020,"97","Mystery,Sci-Fi,Thriller","nm0915394","nm7534050, nm0915394",4.3,899
"tt7508234","The Deposit",2019,"90","Drama","nm9341756","nm9341756",6.4,59
"tt7508630","Kee",2019,"138","Action,Thriller","nm9341997","nm13260650, nm9341997",5.2,1021
"tt7509020","Arise",2018,"130","Comedy,Drama","nm0698184","nm0698184, nm4544331, nm2284321",6.2,406
"tt7509538","Impossible Horror",2017,"76","Horror","nm2902366","nm2902366, nm6066190",4.8,161
"tt7509560","Too Soon: Comedy After 9/11",2021,"90","Documentary","nm9342456, nm1820664","nm9342456",6.8,106
"tt7509586","Explosion",2017,"106","Action,Thriller","nm6740107","nm6740107, nm8310740",5.8,209
"tt7510166","Entanglement",2021,"95","Drama","nm3609772","nm6276111, nm3390651",5.5,102
"tt7510220","Iruttu Araiyil Murattu Kuthu",2018,"119","Horror","nm9103190","nm9103190",4.2,868
"tt7510284","Cat on a Hot Tin Roof",2018,"185","Drama","nm4970700, nm1229177","nm0931783",7.5,277
"tt7510346","The Turning",2020,"94","Drama,Horror,Mystery","nm0797455","nm0416556, nm0370937, nm0370928",3.9,14149
"tt7510798","Maari 2",2018,"143","Action,Comedy","nm4897036","nm5253704",5.6,2927
"tt7511008","Paradise Beach",2019,"93","Action,Crime,Drama","nm0244378","nm0244378, nm0585855",4.6,2271
"tt7511320","Scheme Birds",2019,"90","Documentary","nm6849798, nm6872618","nm6849798, nm6872618",7.1,486
"tt7511368","The Fight",2018,"91","Drama,Sport","nm0828961","nm0828961",5.5,207
"tt7511972","Versus",2019,"80","Drama,Thriller","nm3514747","nm1568723, nm2277145, nm1572712, nm3514747",4.3,173
"tt7512170","Cherry Boys",2018,"113","Comedy","nm2755018","nm2440516, nm4409181",4.7,69
"tt7512276","The Dig",2018,"97","Thriller","nm4002487, nm4633744","nm3298957",6.3,817
"tt7512304","Smaller and Smaller Circles",2017,"113","Crime","nm2016451","nm10710532, nm0498066, nm2439743",6.7,254
"tt7512492","36 Husbands",2019,"83","Comedy","nm1337966","nm1337966",5.6,2895
"tt7512566","The Skier",2017,"75","Drama,Family","nm9344943","nm10649514, nm9344943",6.9,73
"tt7512592","Annadurai",2017,"129","Action,Drama","nm12550847","nm9281400, nm12550847",5.3,293
"tt7512624","Oru Nalla Naal Paathu Solren",2018,"149","Comedy","nm7473902","nm7473902",6.1,4985
"tt7512632","The Mennonite of the Living Dead",2019,"72","Horror","nm5019660","nm5019660",3.5,56
"tt7514020","The Tailor",2017,"100","Comedy,Drama,Fantasy","nm7495413, nm4611053","nm7495413",6.6,415
"tt7514302","Bhalwan Singh",2017,"135","Family","nm4661414","nm9538982",6.6,78
"tt7515456","Mission of Honor",2018,"107","Action,Drama,War","nm0004541","nm9345223, nm0301749",5.9,4920
"tt7516778","MCA Middle Class Abbayi",2017,"144","Action,Comedy","nm4730668","nm5337625, nm4730668, nm9489621, nm9489622",6,2494
"tt7517232","I Lost Albert",2018,"100","Comedy","nm0885857","nm0885857",4.4,172
"tt7518786","'83",2021,"162","Biography,Drama,History","nm1203138","nm5046012, nm3035236, nm3114227, nm1203138",7.5,36057
"tt7519174","Of Fathers and Sons",2017,"99","Documentary,War","nm5957513","nm5957513, nm13087817",7.3,2475
"tt7520176","Revolution Rent",2019,"90","Documentary","nm3073468, nm9349442","nm1307704",6.6,151
"tt7520184","Swamp Zombies 2",2018,"72","Action,Comedy,Horror","nm1363725","nm2506350",4.5,114
"tt7520532","The Perfect Ones",2018,"97","Drama,Mystery,Thriller","nm1767417","nm8706021",5.5,344
"tt7520568","The Hyperions",2022,"90","Action,Comedy","nm4698553","nm4698553, nm0863632",5.4,1610
"tt7520594","Only People",2018,"88","Drama","nm8844403","nm8844403",5.2,116
"tt7520640","Bhulan the Maze",2022,"145","Drama","nm9349874","nm9349874",9.1,212
"tt7520672","Call for Dreams",2018,"83","Crime,Drama,Mystery","nm0805597","nm0805597",5.9,279
"tt7520746","Silence & Darkness",2019,"81","Drama,Thriller","nm6513058","nm6513058",5.5,404
"tt7520766","Red Rover",2018,"100","Comedy,Romance","nm2102742","nm0614926, nm2102742",6.5,223
"tt7520980","Worth",2018,"84","Sport","nm5394825","nm5394825, nm8481107",4,312
"tt7521214","Scare Package",2019,"107","Comedy,Horror","nm4044179, nm3105120, nm1556123, nm0781913, nm3260211, nm2296000, nm1323319, nm2035204","nm3105120, nm3260211, nm2582925, nm4044179, nm4680455, nm4852991, nm2035204, nm3832282, nm1323319, nm1556123, nm0781913, nm2296000",5.5,4133
"tt7521358","A Wake",2019,"97","Drama","nm0098360","nm0098360",6,152
"tt7521384","100% Kadhal",2019,"151","Comedy,Drama,Romance","nm9350421","nm1335875",3.9,129
"tt7521752","They Who Are Not Seen",2017,"95","Drama,Horror,Thriller","nm4479905","nm4479905, nm7928737, nm3783786",6,139
"tt7521860","Ten Years Japan",2018,"98","Drama","nm2502457, nm9350786, nm6433472, nm7913885, nm2385997","nm7913885, nm1807406, nm6433472, nm2502457, nm2385997, nm9350786",5.8,175
"tt7521948","Boarding Pass",2017,"88","Drama","nm4428749","nm4719828, nm2370060, nm4428749",6.3,90
"tt7521990","Golden Job",2018,"100","Action,Adventure,Crime","nm0157759","nm0151113, nm3996408, nm0157759, nm0453426, nm6233817, nm0497231, nm1040773",5.6,1316
"tt7522002","Genesis: Paradise Lost",2017,"130","Animation,Documentary","nm2198109","nm13443759",4.8,709
"tt7523010","Koode",2018,"155","Drama,Fantasy","nm3250747","nm2590202, nm3250747",7.6,2522
"tt7523046","Sella Turcica",2017,"75","Drama","nm0713689","nm0713689",5.7,57
"tt7523172","Uncle",2019,"106","Drama","nm1416627","nm1416627",7.2,759
"tt7523180","Before the Frost",2018,"104","Drama","nm1840064","nm1976688, nm1840064",6.8,1338
"tt7524414","Beats",2019,"101","Comedy,Crime,Drama","nm2965282","nm9389701, nm2965282",7.1,4250
"tt7524444","The House Next Door: Meet the Blacks 2",2021,"97","Action,Comedy,Horror","nm1938064","nm2696174, nm1938064",3.8,1619
"tt7524624","Bastaard",2019,"104","Thriller","nm3209100","nm3209100, nm2026882, nm7336409",5.9,285
"tt7524720","D-Day at Pointe-du-Hoc",2019,"55","Documentary","nm0336979","nm0336979",8,128
"tt7525496","18 to Party",2019,"80","Comedy,Drama","nm0734398","nm0734398",5.2,105
"tt7525514","Bad Reputation",2018,"93","Biography,Documentary,Music","nm0449989","nm1172694",7.3,1196
"tt7525778","The Package",2018,"94","Comedy,Thriller","nm2021516","nm5961451, nm3323921",5.5,18161
"tt7525792","Don't Read This on a Plane",2020,"93","Comedy,Drama","nm1046098","nm1046098",5.1,615
"tt7525910","Return to Bollene",2017,"69","Drama","nm3607318","nm3607318",6.9,84
"tt7526338","Damat Takimi",2017,"109","Comedy,Romance","nm5662493","nm5662493",5.6,2332
"tt7526492","Rezo",2018,"62","Animation,Biography,Comedy","nm0300174","nm0300175",8,265
"tt7526836","FryDay",2018,"114","Comedy,Drama","nm5581835","nm0442396, nm2286188, nm10176181, nm7207147",5.3,848
"tt7526894","Slovo House",2017,"81","Documentary","nm0866629","nm0866629, nm9396137, nm9396136",8,54
"tt7527082","Hamid",2018,"108","Drama","nm3672165","nm4756397, nm4465973",7.7,1229
"tt7527526","Skippers",2018,"71","Comedy,Sport","nm2134681","nm2134681",8.6,72
"tt7527534","Loon",2017,"79","Horror,Thriller","nm2618206, nm6350899","nm2618206, nm6350899, nm7251850",4.9,74
"tt7527694","Pickpockets",2018,"108","Crime,Drama","nm0916424","nm1375024, nm1375777, nm0739311, nm3366953, nm9775992",5.4,1202
"tt7527782","Cuentos de la Bruja",2019,"78","Comedy,Horror","nm0527963","nm0527963, nm10699823",7.5,124
"tt7527912","Wasted Talent",2018,"66","Documentary","nm1468541","nm0039144, nm1468541",6.3,2433
"tt7528086","Kri",2018,"138","Action,Drama","nm4750396","nm4750396",5.1,136
"tt7528150","Prankz",2017,"71","Horror","nm3228540","nm3228540",3.9,119
"tt7528504","Strange Tales from Appalachia",2017,"95","Action,Horror,Thriller","nm6548371, nm3148551","nm3148551, nm9354442, nm6548371, nm3634863, nm1652088, nm5594836",4.5,88
"tt7529298","Attack",2022,"121","Action,Sci-Fi,Thriller","nm3214690","nm1303433, nm3214690, nm4856427, nm7954018",6.9,14432
"tt7529350","Van Goghs",2018,"103","Drama","nm0515360","nm0515360",6.4,371
"tt7529360","Mandao of the Dead",2018,"74","Comedy,Horror,Sci-Fi","nm2853253","nm2853253",4.7,127
"tt7529650","Call Boy",2018,"119","Drama,Romance","nm3188946","nm2648539, nm3648497",6.1,704
"tt7530340","Brighton 4th",2021,"90","Comedy,Drama","nm1936947","nm0296685",6.9,527
"tt7530986","Lady J",2018,"109","Drama,Romance","nm0609981","nm0225784, nm0609981",6.8,3465
"tt7531040","Meyaadha Maan",2017,"147","Comedy,Romance","nm7188712","nm7188712",7.2,1082
"tt7531096","StarDog and TurboCat",2019,"90","Animation,Comedy,Family","nm0807421","nm0807421",5,2570
"tt7531138","Only You",2018,"119","Drama,Romance","nm1577323","nm1577323, nm1552811",6.7,2909
"tt7532392","Birds of a Feather 2",2018,"89","Drama","nm0962917","nm4739053, nm0962917",4.8,60
"tt7533152","The Boy Who Harnessed the Wind",2019,"113","Biography,Drama,History","nm0252230","nm0252230, nm3919523, nm9357188",7.6,37929
"tt7533160","Beware the Children",2018,"90","Horror","nm9354147","nm9354147",5.1,51
"tt7533756","Louis & Luca - Mission to the Moon",2018,"80","Animation,Family","nm1302411","nm1058356",6.5,657
"tt7533956","The Full House",2018,"105","Comedy","nm3590879","nm3590879, nm9357900",5.3,900
"tt7534054","Sorry Angel",2018,"132","Comedy,Drama,Romance","nm0393394","nm0393394",6.8,3625
"tt7534068","The Trouble with You",2018,"108","Comedy,Crime,Drama","nm0759270","nm0759270, nm0333818, nm2224444",6.2,3616
"tt7534096","Angel Face",2018,"108","Drama","nm1141338","nm1291916, nm1141338, nm1950921",6,1061
"tt7534102","The Swallows of Kabul",2019,"81","Animation,Drama,War","nm0951456, nm4922287","nm0951456, nm1979166, nm4117631, nm0851683",7.4,2201
"tt7534118","Head Above Water",2018,"85","Drama","nm0094521","nm0094521, nm3035083",6.4,86
"tt7534136","Little Vampire",2020,"85","Animation,Family,Fantasy","nm2677924","nm4387238, nm2677924",6.3,394
"tt7534150","Our Happy Holiday",2018,"102","Comedy","nm9279546","nm3548282, nm9279546, nm4439287",5.9,1507
"tt7534314","Niet Schieten",2018,"139","Drama","nm0174659","nm0174659, nm0195720",7.6,1698
"tt7535290","A Predator's Obsession",2020,"88","Drama,Horror,Thriller","nm2572627","nm2716769",4.8,259
"tt7535792","Travel Mates",2017,"115","Comedy","nm7960857","nm3635856",6.1,6814
"tt7535868","OHA Diyorum: The Movie",2017,"90","Comedy","nm1802425","nm1802425",1.6,6757
"tt7535964","Hot Sweet Sour",2017,"100","Drama,Romance","nm1729122","nm2744078",6,2552
"tt7536636","Kodiveeran",2017,"155","Action,Drama","nm5709298, nm9359619","nm5709298",4.7,145
"tt7536726","Soulmate(s)",2021,"92","Comedy","nm1726262","nm3624910, nm2764985",3.7,91
"tt7536924","Thittam Poattu Thirudura Kootam",2019,"126","Action,Comedy,Crime","nm9359848","nm9359848",5.3,67
"tt7537738","Mamangam",2019,"157","Action,Drama,History","nm1500124","nm9360512, nm3488838",5.4,2888
"tt7537860","Johnny",2018,"128","Action,Drama","nm9360553","nm1437189",5.4,82
"tt7537960","Dear Son",2018,"104","Drama","nm5411339","nm5411339",6.5,413
"tt7538778","Writing on Snow",2016,"72","Drama,War","nm0556301","nm0556301, nm9380850",4.3,89
"tt7539040","Every Single Someone",2021,"86","Crime,Horror,Mystery","nm8268170","nm8268170",6.4,58
"tt7539088","From Iceland to Eden",2019,"85","Crime,Drama","nm5885379","nm5885379",6.1,52
"tt7539904","It Takes Three",2021,"95","Comedy,Romance","nm0168892","nm2996139, nm0557613",4.9,194
"tt7540990","The River",2018,"95","Drama","nm4633687","nm4633687",6.4,67
"tt7541106","1BR",2019,"90","Drama,Horror,Thriller","nm1646024","nm1646024",5.8,12628
"tt7541200","Trys Milijonai Euru",2017,"90","Comedy","nm4991160","nm4991160",6.9,1115
"tt7541708","Possesive",2017,"102","Comedy,Drama,Romance","nm1637767","nm2804902",7.3,944
"tt7541720","Music",2021,"107","Drama,Musical","nm2397981","nm2397981, nm5643295, nm13600875",3.2,8018
"tt7541838","Sex and the Future",2020,"90","Comedy","nm8585522, nm1996251","nm8585522",2,354
"tt7542332","My Last Love",2017,"107","Drama","nm5092688","nm5092688",6.7,64
"tt7542576","All About Nina",2018,"97","Drama","nm0900284","nm0900284",6.2,2835
"tt7542962","Miga Miga Avasaram",2019,"96","Drama","nm8921830","nm1635714, nm8921830",7.1,157
"tt7543058","Best Summer Ever",2020,"72","Musical","nm6159274, nm4680110","nm2306913, nm5507121, nm6159274, nm4782202, nm4680110",5.2,133
"tt7543072","Love Shot",2018,"80","Comedy,Crime,Romance","nm3930894","nm3930894",5.5,596
"tt7543152","Best of Luck Laalu",2017,"131","Comedy","nm0961391","nm9351086",7.5,161
"tt7543538","The Rodriguez and the Beyond",2019,"116","Adventure,Comedy,Family","nm1184336","nm1184336",4.7,496
"tt7543784","All the Gods in the Sky",2018,"110","Drama,Horror,Sci-Fi","nm2223178","nm2223178",6.1,622
"tt7543888","Interrail",2018,"91","Comedy","nm5675952","nm5675952, nm1933734",5.4,70
"tt7543904","On Happiness Road",2017,"110","Adventure,Animation,Drama","nm3403663","nm3403663",7.2,667
"tt7543908","Killbird",2019,"85","Mystery,Thriller","nm2179918","nm2132936, nm2179918",5,1216
"tt7543914","Father and Sons",2018,"90","Comedy,Drama","nm0594956","nm0594956, nm0786905",5.7,449
"tt7543918","August at Akiko's",2018,"75","Drama","nm2794139","nm2794139",6.4,194
"tt7543930","In Safe Hands",2018,"110","Drama","nm0380831","nm0380831",7.2,1931
"tt7544820","Too Funny to Fail: The Life & Death of The Dana Carvey Show",2017,"92","Documentary","nm2307949","nm2307949, nm0001022, nm1046720, nm0806912, nm0159273, nm0170306",7.7,1626
"tt7544954","Always and Forever",2020,"98","Thriller","nm0831321","nm0396867, nm0831321",4,538
"tt7545216","The Barge People",2018,"78","Horror","nm6840460","nm5073124",4.1,469
"tt7545266","Like a Boss",2020,"83","Comedy","nm0037708","nm2850785, nm1428311, nm1294678",4.6,14115
"tt7545524","Ben Is Back",2018,"103","Drama","nm0373282","nm0373282",6.7,21887
"tt7545566","Skate Kitchen",2018,"106","Drama","nm1145920","nm1145920, nm6260398, nm2323361",6.8,4495
"tt7546024","It Kills",2017,"69","Action,Horror,Thriller","nm0689789","nm8627047",2.6,236
"tt7546158","My Brother, My Love",2018,"115","Drama,Mystery","nm0408101","nm0408101, nm4629343",5.7,75
"tt7546190","The God Who Speaks",2018,"92","Documentary,History","nm2999280","nm2999280",8.2,69
"tt7547158","Ghost Squad",2018,"106","Action,Horror","nm1175724","nm1175724",5.6,1351
"tt7547226","BAB",2020,"98","Drama,Thriller","nm6450125, nm5222233","nm6450125, nm5222233",5.4,98
"tt7547410","Dora and the Lost City of Gold",2019,"102","Action,Adventure,Comedy","nm0090386","nm0831557, nm2816668, nm1117226, nm0317513, nm0909904, nm1332821",6.1,30844
"tt7547800","As I Fall",2018,"97","Drama","nm3700360","nm3700360, nm2425233",6.7,139
"tt7548378","Kaly",2018,"163","Drama","nm3980941","nm3980941",5.2,133
"tt7548520","Viswa Vikhyaatharaaya Payyanmaar",2017,"125","Comedy","nm4275076","nm4275076",3.4,55
"tt7548570","Swathanthryam Ardharathriyil",2018,"138","Action,Crime,Thriller","nm7901853","nm9688544",7.4,1532
"tt7548732","The Evil Down the Street",2019,"97","Drama,Horror,Mystery","nm8922641","nm4894194, nm8922641",4.2,1732
"tt7549006","Hope for the Holidays",2020,"91","Drama,Family","nm2180525","nm6037500, nm10173304",8.3,86
"tt7549484","Firangi",2017,"158","Comedy,Drama","nm8033571","nm3791797, nm2190786, nm8033571, nm8858219",4.3,1216
"tt7549618","Bernie The Dolphin",2018,"88","Adventure,Comedy,Family","nm0364963","nm5631648, nm0690856, nm2166432",4.8,1412
"tt7549644","Maniac Farmer",2018,"71","Comedy,Horror,Thriller","nm7438626","nm7438626",3.6,99
"tt7549776","Tod@s Caen",2019,"120","Comedy","nm1033668","nm0116737, nm1172285",4.9,624
"tt7549782","The Beaumonts",2018,"79","Comedy,Horror,Thriller","nm3402446","nm3402446",3.2,112
"tt7549884","A Special Lady",2017,"91","Action,Crime","nm5610859","nm5610859",5.5,566
"tt7549892","Terrified",2017,"87","Horror","nm1899608","nm1899608",6.4,15495
"tt7549996","Judy",2019,"118","Biography,Drama,Romance","nm3734458","nm3976567, nm1502455",6.8,50355
"tt7550000","Project Power",2020,"113","Action,Crime,Sci-Fi","nm1160962, nm1413364","nm3231728",6,87152
"tt7550014","No Exit",2022,"95","Drama,Mystery,Thriller","nm2010936","nm3029372, nm2592245, nm3515096",6.1,21812
"tt7550816","Ram Ratan",2017,"112","Romance","nm9369474","nm0661494, nm10393752",3.8,64
"tt7551148","Conni and the Cat",2020,"80","Adventure,Animation","nm1110313, nm4206141","nm1037657, nm5093307, nm5093314, nm0881628",6.3,111
"tt7551824","The Berlin Bride",2019,"72","Fantasy,Mystery","nm1131492","nm1131492",5.9,416
"tt7551962","Infernum",2019,"85","Horror","nm2738755","nm2738755",3.2,130
"tt7552686","Who You Think I Am",2019,"101","Drama,Romance","nm1465130","nm3471597, nm1465130, nm1701553",6.8,6128
"tt7552784","The Birdcatcher's Son",2019,"104","Drama","nm0387683","nm0387683",6.7,272
"tt7552790","A Girl from Mogadishu",2019,"113","Drama","nm0570082","nm0570082",6.6,152
"tt7552792","Four Games in Fall",2020,"102","Documentary,News,Sport","nm5863105","nm5863105",7.2,57
